Station,StationCode,Date,Time,Month,Year,Chla,Pheophytin,TotAlkalinity,DissAmmonia,DissBromide,DissCalcium,DissChloride,DissNitrateNitrite,DOC,TOC,DON,DissOrthophos,TotPhos,DissSilica,TDS,TSS,VSS,TKN,Program,SpecificConductance,pH,Temperature,DO,Turbidity,DissTKN
False R Nr Oakley,FAL,9/12/2017 0:00,NA,9,2017,1.67,1.14,NA,NA,0.06,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,195,7.75,23.62,NA,2.91,NA
False R Nr Oakley,FAL,10/11/2017 0:00,NA,10,2017,1.93,0.61,NA,NA,0.08,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,210.9,7.93,17.73,NA,5.02,NA
False R Nr Oakley,FAL,11/14/2017 0:00,NA,11,2017,1.1,0.81,NA,NA,0.08,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,WQES,211.4,7.55,15.54,NA,2.56,NA
False R Nr Oakley,FAL,12/12/2017 0:00,NA,12,2017,1.08,0.61,NA,NA,0.62,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,839,7.58,10.96,NA,5.11,NA
False R Nr Oakley,FAL,1/9/2018 0:00,NA,1,2018,1.09,0.52,NA,NA,1.2,NA,364,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,1470,7.58,10.1,NA,5.61,NA
False R Nr Oakley,FAL,2/7/2018 0:00,NA,2,2018,1.2,0.59,NA,NA,0.15,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,WQES,337.8,7.57,12.129,NA,3.28,NA
False R Nr Oakley,FAL,3/13/2018 0:00,NA,3,2018,3.33,1.29,NA,NA,0.09,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,289.2,7.72,13.053,NA,4.84,NA
False R Nr Oakley,FAL,3/20/2018 0:00,NA,3,2018,2.1,0.95,NA,NA,0.07,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,263.5,7.65,13.02,NA,3.71,NA
False R Nr Oakley,FAL,4/11/2018 0:00,NA,4,2018,2.3,1.71,NA,NA,0.04,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,166.3,7.43,15.58,NA,6.06,NA
False R Nr Oakley,FAL,5/8/2018 0:00,NA,5,2018,1.1,0.68,NA,NA,0.05,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,206.3,7.87,18.6,NA,3.16,NA
False R Nr Oakley,FAL,6/5/2018 0:00,NA,6,2018,1.77,0.5,NA,NA,0.05,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,206.9,7.87,21.524,NA,3.57,NA
False R Nr Oakley,FAL,7/3/2018 0:00,NA,7,2018,1.91,1.13,NA,NA,0.17,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,351.2,7.85,21.938,NA,4.04,NA
False R Nr Oakley,FAL,7/24/2018 0:00,NA,7,2018,6.75,0.5,NA,NA,0.18,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,374.5,7.96,22.744,NA,2.82,NA
False R Nr Oakley,FAL,8/22/2018 0:00,NA,8,2018,1.4,0.61,NA,NA,0.55,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,866,8.04,21.229,NA,1.99,NA
False R Nr Oakley,FAL,9/26/2018 0:00,NA,9,2018,1.43,0.59,NA,NA,0.76,NA,236,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,1037,7.95,20.418,NA,2.23,NA
False R Nr Oakley,FAL,10/24/2018 0:00,NA,10,2018,1.06,0.6,NA,NA,0.67,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,999,7.75,17.116,NA,2.1,NA
False R Nr Oakley,FAL,12/6/2018 0:00,NA,12,2018,0.81,0.5,NA,NA,0.72,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,938,7.63,11.773,NA,3,NA
False R Nr Oakley,FAL,1/11/2019 0:00,NA,1,2019,1.14,2.95,NA,NA,0.6,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,WQES,818,7.62,9.243,NA,14.01,NA
False R Nr Oakley,FAL,2/6/2019 0:00,NA,2,2019,0.52,0.84,NA,NA,0.07,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,WQES,246.7,7.63,10.691,NA,12.23,NA
False R Nr Oakley,FAL,3/14/2019 0:00,NA,3,2019,0.5,0.5,NA,NA,0.04,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,WQES,172.2,7.44,11.401,NA,15.54,NA
False R Nr Oakley,FAL,4/16/2019 0:00,NA,4,2019,1.19,0.98,NA,NA,0.03,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,WQES,151.8,7.53,15.044,NA,13.27,NA
False R Nr Oakley,FAL,5/23/2019 0:00,NA,5,2019,0.59,0.5,NA,NA,0.03,NA,12.4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,142.5,7.61,16.862,NA,4.62,NA
False R Nr Oakley,FAL,6/18/2019 0:00,NA,6,2019,0.94,0.92,NA,NA,0.02,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,102.8,7.71,21.409,NA,3.69,NA
False R Nr Oakley,FAL,7/17/2019 0:00,NA,7,2019,1.42,0.84,NA,NA,0.06,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,166.5,7.56,23.223,NA,3.79,NA
False R Nr Oakley,FAL,8/13/2019 0:00,NA,8,2019,1.18,0.97,NA,NA,0.105,NA,33.2,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,WQES,233.2,7.53,23.693,NA,2.4,NA
False R Nr Oakley,FAL,9/17/2019 0:00,NA,9,2019,1.27,0.66,NA,NA,0.06,NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,192.3,7.64,21.881,7.91,3.63,NA
False R Nr Oakley,FAL,10/30/2019 0:00,NA,10,2019,1.56,1.05,NA,NA,0.03,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,147.4,7.69,14.892,9.01,4.85,NA
False R Nr Oakley,FAL,12/11/2019 0:00,NA,12,2019,0.81,0.98,NA,NA,0.43,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,643,7.52,11.662,9.44,5.52,NA
False R Nr Oakley,FAL,2/13/2020 0:00,NA,2,2020,1.71,1.33,NA,NA,0.12,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,WQES,318.6,7.79,10.561,10.5,10.74,NA
False R Nr Oakley,FAL,3/10/2020 0:00,NA,3,2020,2.05,1.12,NA,NA,0.08,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,290.6,7.62,13.767,9.66,3.97,NA
False R Nr Oakley,FAL,4/14/2020 0:00,NA,4,2020,1.42,0.83,NA,NA,0.08,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,248.2,7.91,16.26,10.04,2.45,NA
False R Nr Oakley,FAL,6/4/2020 0:00,NA,6,2020,0.5,0.5,NA,NA,0.07,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,WQES,471.3,7.38,24.424,7.03,3.65,NA
False R Nr Oakley,FAL,6/17/2020 0:00,NA,6,2020,1.81,0.95,NA,NA,0.08,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,240.6,8.04,20.923,8.53,2.45,NA
False R Nr Oakley,FAL,7/29/2020 0:00,NA,7,2020,6.28,1.42,NA,NA,0.29,NA,97.5,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,WQES,469.9,7.97,22.19,8.7,3.64,NA
False R Nr Oakley,FAL,9/3/2020 0:00,NA,9,2020,6.23,1.2,NA,NA,1.17,NA,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WQES,1461,7.88,21.12,8.37,2.36,NA
False R Nr Oakley,FAL,10/19/2020 0:00,NA,10,2020,0.5,3.2,NA,NA,1.161,NA,353.5,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,WQES,1413,7.65,20.62,7.95,3.54,NA
False R Nr Oakley,FAL,11/17/2020 0:00,NA,11,2020,1.07,0.76,NA,NA,1.1,NA,325,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,WQES,1332,7.69,13.87,9.32,4.21,NA
False R Nr Oakley,FAL,3/9/2021 0:00,NA,3,2021,2.6,0.61,NA,NA,0.21,NA,65.2,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,WQES,468.1,7.58,12.67,9.98,7.88,NA
False R Nr Oakley,FAL,4/20/2021 0:00,NA,4,2021,0.75,0.5,NA,NA,0.2539,NA,73.42,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,WQES,484.7,7.74,17.58,9.28,4.65,NA
Bethel near Piper,BET,5/20/2014 0:00,NA,5,2014,1.11,0.92,NA,0.05,0.35,NA,103,0.38,3.6,3.8,0.4,0.08,0.11,NA,NA,4,NA,0.5,WQES,562,7.77,19.7,NA,4.69,NA
Bethel near Piper,BET,6/4/2014 0:00,NA,6,2014,0.89,0.52,NA,0.04,0.59,NA,176,0.2,3.7,3.9,0.3,0.07,0.105,NA,NA,2,NA,0.4,WQES,820,8.83,22,NA,2.16,NA
Bethel near Piper,BET,6/19/2014 0:00,NA,6,2014,1.45,0.35,NA,0.03,0.72,NA,221,0.17,2.9,3,0.3,0.07,0.1,NA,NA,3,NA,0.5,WQES,995,8.87,22.5,NA,2.64,NA
Bethel near Piper,BET,7/1/2014 0:00,NA,7,2014,2.49,0.52,NA,0.04,0.6,NA,173,0.19,3.6,3.6,0.2,0.07,0.09,NA,NA,4,NA,0.3,WQES,801,8.15,22.9,NA,4.46,0.2
Bethel near Piper,BET,7/16/2014 0:00,NA,7,2014,2.33,0.8,NA,0.02,0.65,NA,195,0.09,2.6,2.7,0.3,0.1,0.13,NA,NA,1,NA,0.3,WQES,860,8.36,23.1,NA,2.66,NA
Bethel near Piper,BET,7/28/2014 0:00,NA,7,2014,1.97,0.54,NA,0.03,0.6,NA,174,0.02,3.1,3,0.4,0.11,0.14,NA,NA,1,NA,0.5,WQES,786,8.51,24.2,NA,1.82,NA
Bethel near Piper,BET,8/14/2014 0:00,NA,8,2014,2.2,0.45,NA,0.02,0.57,NA,171,0.07,3.1,2.8,0.2,0.11,0.12,NA,NA,2,NA,0.3,WQES,775,8.34,22.8,NA,1.81,NA
Bethel near Piper,BET,8/28/2014 0:00,NA,8,2014,2.22,0.51,NA,0.02,0.58,NA,183,0.02,3.1,2.9,0.1,0.09,0.14,NA,NA,1,NA,0.2,WQES,815,8.52,22.6,NA,1.38,NA
Bethel near Piper,BET,9/11/2014 0:00,NA,9,2014,3.9,0.83,NA,0.02,0.6,NA,178,0.05,2.6,3.1,0.3,0.09,0.09,NA,NA,2,NA,0.5,WQES,805,8.41,21.9,NA,1.91,NA
Bethel near Piper,BET,9/25/2014 0:00,NA,9,2014,4.62,0.96,NA,0.02,0.7,NA,214,0.03,3,3.1,0.2,0.09,0.1,NA,NA,2,NA,0.4,WQES,952,8.14,21.8,NA,1.69,NA
Bethel near Piper,BET,10/7/2014 0:00,NA,10,2014,6.09,0.64,NA,0.03,0.75,NA,229.5,0.05,2.8,2.9,0.2,0.09,0.09,NA,NA,2,NA,0.3,WQES,988,8.16,22.6,NA,1.64,NA
Bethel near Piper,BET,10/16/2014 0:00,NA,10,2014,3.79,0.59,NA,0.04,0.95,NA,294,0.09,2.7,2.7,0.3,0.09,0.1,NA,NA,2,NA,0.3,WQES,1215,7.99,20,NA,1.47,NA
Bethel near Piper,BET,10/23/2014 0:00,NA,10,2014,3.63,0.43,NA,0.03,0.84,NA,280.5,0.06,2.8,2.8,0.2,0.09,0.1,NA,NA,2,NA,0.3,WQES,1192,8.1,19.2,NA,1.2,NA
Bethel near Piper,BET,11/6/2014 0:00,NA,11,2014,5.94,0.75,NA,0.05,0.72,NA,216,0.28,2.8,2.8,0.3,0.09,0.1,NA,NA,2,NA,0.4,WQES,952,7.93,17.1,NA,1.34,NA
Bethel near Piper,BET,11/18/2014 0:00,NA,11,2014,1.98,0.81,NA,0.08,0.64,NA,190,0.46,2.65,2.7,0.3,0.08,0.09,NA,NA,3,NA,0.4,WQES,817,7.72,15,NA,2.58,NA
Bethel near Piper,BET,12/10/2014 0:00,NA,12,2014,0.58,1.91,NA,0.16,1.34,NA,403,0.68,2.8,2.8,0.3,0.07,0.08,NA,NA,3,NA,0.5,WQES,1256,7.42,14.2,NA,4.18,NA
Bethel near Piper,BET,12/29/2014 0:00,NA,12,2014,0.19,1.1,NA,0.11,0.12,NA,40,0.89,6.2,6.4,0.7,0.09,0.1,NA,NA,13,NA,0.9,WQES,296,7.6,10.9,NA,25.3,NA
Bethel near Piper,BET,1/15/2015 0:00,NA,1,2015,0.78,1.33,NA,0.14,0.1,NA,38,0.83,6,5.5,0.5,0.06,0.11,NA,NA,6,NA,0.7,WQES,339.3,7.66,9.6,NA,16,NA
Bethel near Piper,BET,2/3/2015 0:00,NA,2,2015,2.15,0.32,NA,0.13,0.41,NA,119,0.88,4.5,4.8,0.4,0.07,0.1,NA,NA,4,NA,0.6,WQES,639,7.6,11.8,NA,7.66,NA
Bethel near Piper,BET,2/26/2015 0:00,NA,2,2015,1.94,0.5,NA,0.09,0.13,NA,45,0.55,5.4,5.7,0.4,0.05,0.13,NA,NA,8,NA,0.7,WQES,368.2,7.73,13.8,NA,15,NA
Bethel near Piper,BET,3/17/2015 0:00,NA,3,2015,6.24,0.87,NA,0.04,0.17,NA,57,0.55,4.9,5,0.4,0.08,0.12,NA,NA,6,NA,0.7,WQES,421.3,7.76,17.2,NA,6.69,NA
Bethel near Piper,BET,4/8/2015 0:00,NA,4,2015,5.32,1.52,NA,0.1,0.3,NA,96,0.24,4.6,4.6,0.4,0.05,0.08,NA,NA,4,NA,0.5,WQES,562,8.24,16.1,NA,4.83,NA
Bethel near Piper,BET,4/23/2015 0:00,NA,4,2015,10.81,3.43,NA,0.02,0.48,NA,151,0.01,4.4,4.9,0.3,0.02,0.07,NA,NA,12,NA,0.5,WQES,742,9.23,19.2,NA,11.5,NA
Bethel near Piper,BET,5/7/2015 0:00,NA,5,2015,15.76,3.87,NA,0.03,0.78,NA,242,0.16,3.8,4.1,0.3,0.06,0.11,NA,NA,12,NA,0.6,WQES,1060,7.56,19.3,NA,9.8,NA
Bethel near Piper,BET,6/18/2015 0:00,NA,6,2015,6.35,2.09,NA,0.07,0.65,NA,203,0.09,3.5,4.1,0.2,0.07,0.1,NA,NA,6,NA,0.5,WQES,905,8.06,23.8,NA,5.26,NA
Bethel near Piper,BET,6/30/2015 0:00,NA,6,2015,3.88,1.21,NA,0.07,0.63,NA,205,0.09,3.6,3.9,0.3,0.08,0.12,NA,NA,5,NA,0.5,WQES,906,7.95,23.8,NA,4.83,NA
Bethel near Piper,BET,7/15/2015 0:00,NA,7,2015,2.96,0.51,NA,0.04,0.67,NA,215,0.02,3.7,3.9,0.4,0.08,0.12,NA,NA,5,NA,0.6,WQES,946,8.36,23.9,NA,3.89,NA
Bethel near Piper,BET,7/30/2015 0:00,NA,7,2015,3.21,0.82,NA,0.02,0.71,NA,229,0.02,3.3,3.5,0.3,0.11,0.13,NA,NA,3,NA,0.4,WQES,990,8.4,24.7,NA,3.14,NA
Bethel near Piper,BET,8/11/2015 0:00,NA,8,2015,2.23,0.5,NA,0.02,0.62,NA,220,0.01,3.6,3.7,0.3,0.08,0.13,NA,NA,3,NA,0.4,WQES,940,8.78,23.7,NA,2.06,0.3
Bethel near Piper,BET,8/26/2015 0:00,NA,8,2015,1.83,0.58,NA,0.01,0.66,NA,229,0.01,3.5,3.7,0.5,0.12,0.12,NA,NA,3,NA,0.9,WQES,934,8.68,22.7,NA,1.88,NA
Bethel near Piper,BET,9/15/2015 0:00,NA,9,2015,1.29,0.5,NA,0.04,0.75,NA,217,0.01,3.8,3.6,0.3,0.15,0.18,NA,NA,1,NA,0.4,WQES,941,8.94,22.4,NA,1.43,0.4
Bethel near Piper,BET,10/9/2015 0:00,NA,10,2015,1.88,0.66,NA,0.02,0.55,NA,210,0.01,2.7,2.7,0.2,0.07,0.12,NA,NA,5,NA,0.3,WQES,1013,8.75,21.4,NA,2.88,NA
Bethel near Piper,BET,10/29/2015 0:00,NA,10,2015,1.95,0.5,NA,0.03,0.92,NA,264,0.21,2.4,3,0.2,0.08,0.08,NA,NA,3,NA,0.3,WQES,1051,7.97,19,NA,2.33,NA
Bethel near Piper,BET,11/13/2015 0:00,NA,11,2015,2.07,0.5,NA,0.05,0.55,NA,224,0.35,3.1,2.7,0.3,0.08,0.11,NA,NA,2,NA,0.4,WQES,981,8.04,14.5,NA,1.87,NA
Bethel near Piper,BET,12/3/2015 0:00,NA,12,2015,23.55,3.01,NA,0.07,0.41,NA,123,0.58,2.4,2.7,0.2,0.05,0.09,NA,NA,12,NA,0.4,WQES,1461,7.92,10.7,NA,8.38,NA
Bethel near Piper,BET,12/22/2015 0:00,NA,12,2015,11.79,4.11,NA,0.13,0.73,NA,226,0.42,2.7,3,0.3,0.02,0.08,NA,NA,23,NA,0.7,WQES,960,8.21,9.9,NA,22.4,NA
Bethel near Piper,BET,1/12/2016 0:00,NA,1,2016,1.66,0.91,NA,0.17,0.44,NA,185,0.35,4.1,4.1,0.4,0.03,0.08,NA,NA,12,NA,0.6,WQES,861,7.82,9,NA,16.5,NA
Bethel near Piper,BET,1/26/2016 0:00,NA,1,2016,1.61,0.53,NA,0.14,0.23,NA,74,0.83,4.5,4.5,0.6,0.06,0.095,NA,NA,10,NA,0.8,WQES,440.8,7.74,11,NA,17.9,NA
Bethel near Piper,BET,2/17/2016 0:00,NA,2,2016,1.22,0.55,NA,0.09,0.08,NA,26,0.72,5.2,4.9,0.5,0.06,0.11,NA,NA,9,NA,0.7,WQES,260.5,7.78,13.7,NA,16,NA
Bethel near Piper,BET,3/10/2016 0:00,NA,3,2016,2.02,0.6,NA,0.07,0.08,NA,27,0.56,4.9,5.3,0.4,0.05,0.09,NA,NA,4,NA,0.5,WQES,273.5,7.77,14.6,NA,8.08,NA
Bethel near Piper,BET,3/29/2016 0:00,NA,3,2016,2.04,0.6,NA,0.02,0.04,NA,17,0.42,5.8,5.9,0.5,0.05,0.1,NA,NA,5,NA,0.6,WQES,202,7.79,15.9,NA,9.29,NA
Bethel near Piper,BET,4/19/2016 0:00,NA,4,2016,3.39,0.99,NA,0.02,0.04,NA,15,0.23,3.7,3.8,0.3,0.05,0.08,NA,NA,5,NA,0.4,WQES,202.4,8.03,19.9,NA,6.72,NA
Bethel near Piper,BET,5/18/2016 0:00,NA,5,2016,4.26,1.86,NA,NA,0.07,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WQES,251.8,8.1,21.7,NA,NA,NA
Bethel near Piper,BET,6/8/2016 0:00,NA,6,2016,3.32,0.98,NA,NA,0.07,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,231.5,7.72,22.2,NA,7.96,NA
Bethel near Piper,BET,6/30/2016 0:00,NA,6,2016,2.13,0.64,NA,NA,0.17,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,326.5,8.2,24,NA,4.38,NA
Bethel near Piper,BET,7/22/2016 0:00,NA,7,2016,1.28,0.5,NA,NA,0.33,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,501,8.09,23.4,NA,3.01,NA
Bethel near Piper,BET,8/12/2016 0:00,NA,8,2016,1.44,0.5,NA,NA,0.35,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,524,8.38,22.9,NA,2.02,NA
Bethel near Piper,BET,9/1/2016 0:00,NA,9,2016,1.47,0.5,NA,NA,0.54,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,737,8.62,21.7,NA,2.21,NA
Bethel near Piper,BET,9/16/2016 0:00,NA,9,2016,1.61,0.5,NA,NA,0.69,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,1040,8.67,20.9,NA,1.89,NA
Bethel near Piper,BET,10/6/2016 0:00,NA,10,2016,1.14,0.5,NA,NA,0.85,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,1077,8.1,18.6,NA,2.75,NA
Bethel near Piper,BET,10/31/2016 0:00,NA,10,2016,1.09,0.5,NA,NA,0.85,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,1050,8.31,17.7,NA,1.54,NA
Bethel near Piper,BET,11/29/2016 0:00,NA,11,2016,1.06,0.58,NA,NA,0.77,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,999,8.14,12.6,NA,2.44,NA
Bethel near Piper,BET,12/29/2016 0:00,NA,12,2016,NA,NA,NA,NA,0.1,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,WQES,259.7,7.56,8.3,NA,18.5,NA
Bethel near Piper,BET,1/30/2017 0:00,NA,1,2017,0.62,0.5,NA,NA,0.05,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,202.3,7.41,9.9,NA,18.2,NA
Bethel near Piper,BET,2/17/2017 0:00,NA,2,2017,0.51,0.5,NA,NA,0.06,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,227.3,7.57,13,NA,14.4,NA
Bethel near Piper,BET,3/15/2017 0:00,NA,3,2017,2.49,0.5,NA,NA,0.05,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,195.3,7.59,16,NA,6.27,NA
Bethel near Piper,BET,4/6/2017 0:00,NA,4,2017,2.2,0.5,NA,NA,0.05,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,179,7.66,16.19,NA,5.1,NA
Bethel near Piper,BET,4/25/2017 0:00,NA,4,2017,4.15,1.36,NA,NA,0.04,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,152,7.77,15.71,NA,2.1,NA
Bethel near Piper,BET,5/18/2017 0:00,NA,5,2017,0.74,0.5,NA,NA,0.03,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,WQES,133,7.93,18.59,NA,3.5,NA
Bethel near Piper,BET,5/23/2017 0:00,NA,5,2017,0.73,0.5,NA,NA,0.03,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,140,7.8,21.67,NA,3.6,NA
Bethel near Piper,BET,6/8/2017 0:00,NA,6,2017,0.85,0.58,NA,NA,0.03,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,WQES,149,7.99,21.29,NA,1.3,NA
Bethel near Piper,BET,6/27/2017 0:00,NA,6,2017,0.76,1.37,NA,NA,0.02,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,WQES,135,7.96,23.05,NA,2.1,NA
Bethel near Piper,BET,7/20/2017 0:00,NA,7,2017,2.06,1.17,NA,NA,0.02,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,133,7.63,24.35,NA,2.5,NA
Bethel near Piper,BET,8/9/2017 0:00,NA,8,2017,1.17,0.63,NA,NA,0.09,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,226,7.58,23.26,NA,2.1,NA
Bethel near Piper,BET,8/31/2017 0:00,NA,8,2017,0.94,0.58,NA,NA,0.08,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,210,8.24,23.31,NA,1.4,NA
Bethel near Piper,BET,9/20/2017 0:00,NA,9,2017,2.53,0.63,NA,NA,0.05,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,WQES,181,8.19,20.87,NA,7,NA
Bethel near Piper,BET,10/12/2017 0:00,NA,10,2017,2.1,0.82,NA,NA,0.04,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,163,7.98,16.74,NA,5.3,NA
Bethel near Piper,BET,11/2/2017 0:00,NA,11,2017,0.96,0.66,NA,NA,0.04,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,WQES,163,7.93,16.92,NA,1.5,NA
Bethel near Piper,BET,11/21/2017 0:00,NA,11,2017,1.27,0.58,NA,NA,0.08,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,WQES,224.2,7.61,14.37,NA,0.6,NA
Bethel near Piper,BET,12/5/2017 0:00,NA,12,2017,3.09,9.76,NA,NA,0.25,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,WQES,435,7.66,10.85,NA,22.3,NA
Bethel near Piper,BET,12/28/2017 0:00,NA,12,2017,0.94,0.5,NA,NA,0.6,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,794,7.7,9.16,NA,3.4,NA
Bethel near Piper,BET,1/10/2018 0:00,NA,1,2018,1.4,0.5,NA,NA,0.6,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,810,7.84,10.38,NA,4.9,NA
Bethel near Piper,BET,2/1/2018 0:00,NA,2,2018,1.27,0.51,NA,NA,0.16,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,364,7.63,11.42,NA,2.5,NA
Bethel near Piper,BET,2/21/2018 0:00,NA,2,2018,1.16,0.67,NA,NA,0.1,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,305,8.02,10.57,NA,2.9,NA
Bethel near Piper,BET,3/21/2018 0:00,NA,3,2018,3.3,1.61,NA,NA,0.08,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,277,7.69,12.95,NA,4.6,NA
Bethel near Piper,BET,4/12/2018 0:00,NA,4,2018,7.89,3.22,NA,NA,0.06,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,235,7.96,15.97,9.69,4.2,NA
Bethel near Piper,BET,5/10/2018 0:00,NA,5,2018,2.46,0.95,NA,NA,0.06,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,230,8.19,19.83,9.02,1.5,NA
Bethel near Piper,BET,5/31/2018 0:00,NA,5,2018,0.67,0.64,NA,NA,0.06,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,220,8.37,20.76,8.9,3.2,NA
Bethel near Piper,BET,6/26/2018 0:00,NA,6,2018,1.79,0.68,NA,NA,0.07,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,222,7.6,22.67,7.6,2.7,NA
Bethel near Piper,BET,7/13/2018 0:00,NA,7,2018,1.69,0.56,NA,NA,0.1,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,254,8.73,23.54,8.65,1.9,NA
Bethel near Piper,BET,8/8/2018 0:00,NA,8,2018,1.87,0.83,NA,NA,0.23,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,405,8.24,22.47,8.31,2.2,NA
